query,ranking,scores,Diversity@10
PLAIN-1,"['MED-2418', 'MED-2195', 'MED-3', 'MED-4053', 'MED-5088', 'MED-5209', 'MED-4916', 'MED-674', 'MED-4198', 'MED-1820', 'MED-2616']","[703.4495066796644, 469.4073816899184, 360.8515783193584, 357.44908979180803, 328.30342219898694, 312.65473792182775, 212.49184354514986, 138.8786018937964, 135.38031478571205, 128.14339425320986, 101.81483618321721]",0.9715593982236436
PLAIN-2,"['MED-13', 'MED-2431', 'MED-2427', 'MED-1193', 'MED-2439', 'MED-4675', 'MED-2436', 'MED-3795', 'MED-2632', 'MED-2653']","[458.886922240659, 458.886922240659, 420.2043994510681, 341.6020933577077, 281.05634369138005, 211.51160316533958, 197.37950742956795, 188.5553235999402, 169.07448647242472, 169.07448647242472]",0.901465027410432
PLAIN-3,"['MED-2434', 'MED-3832', 'MED-3824', 'MED-2439', 'MED-19', 'MED-3826', 'MED-3836', 'MED-355', 'MED-1958', 'MED-4676']","[354.681046373123, 298.57828635674144, 298.57828635674144, 287.8548444397399, 287.8548444397399, 239.09934337127666, 239.09934337127666, 213.10233468149113, 156.25728403589417, 146.02224200946176]",0.8793997685771598
PLAIN-4,"['MED-2454', 'MED-31', 'MED-2456', 'MED-3517', 'MED-3289', 'MED-3310', 'MED-3150', 'MED-366', 'MED-5248', 'MED-5343']","[428.1633989406257, 260.0356998905228, 260.0356998905228, 178.00507131110322, 171.78568296824113, 171.78568296824113, 156.64896941228673, 156.64896941228673, 133.13310511539396, 113.63138081214959]",0.8523107297134864
PLAIN-5,"['MED-2447', 'MED-2456', 'MED-3744', 'MED-3735', 'MED-4014', 'MED-5172', 'MED-4091', 'MED-5084', 'MED-1172', 'MED-2468', 'MED-4884']","[470.69234231249044, 305.738026174591, 290.89776355786927, 290.89776355786927, 230.0703803446066, 225.45279491253342, 200.85841051542803, 200.06452650053654, 165.4836786494664, 158.4810186711565, 151.81690694221112]",0.9291636920198738
PLAIN-6,"['MED-25', 'MED-2456', 'MED-2664', 'MED-134', 'MED-895', 'MED-2468', 'MED-5084', 'MED-4677', 'MED-2965', 'MED-4181', 'MED-4840']","[585.3816506064405, 437.54855135055595, 275.9619336680836, 275.9619336680836, 273.5308470326798, 264.89525264329603, 256.1613669087317, 242.05663524008912, 236.0087009719101, 188.493082270131, 166.03903589936562]",0.9313747372098539
PLAIN-7,"['MED-31', 'MED-27', 'MED-2478', 'MED-2637', 'MED-38', 'MED-895', 'MED-2339', 'MED-635', 'MED-5084', 'MED-4489', 'MED-899']","[571.99616700029, 474.9359795179323, 405.87802429526306, 324.49421605785824, 268.6735552839628, 249.02508387960907, 230.82301904680716, 195.6842744390276, 168.42735140504712, 149.50143540669504, 149.28490524877833]",0.931086680184531
PLAIN-8,"['MED-47', 'MED-1449', 'MED-2423', 'MED-3085', 'MED-4593', 'MED-4965', 'MED-1770', 'MED-2284', 'MED-1570', 'MED-4959', 'MED-4355']","[210.29845868188212, 199.3518533479302, 134.96490587958095, 125.12153956855948, 118.42614774375407, 103.33259375744382, 101.87849054182895, 76.37466044356961, 73.69636469994195, 71.28608073123647, 67.72642708675949]",0.9624193704367006
PLAIN-9,"['MED-51', 'MED-2492', 'MED-4912', 'MED-4531', 'MED-4734', 'MED-4736', 'MED-914', 'MED-4079', 'MED-1801', 'MED-3089']","[719.7985428459981, 719.7985428459981, 509.3856302814301, 375.53040621971616, 337.1832804961906, 337.1832804961906, 286.53327941084126, 247.54553577392153, 247.4824862460781, 154.6689846829205]",0.9228635518217047
PLAIN-10,"['MED-2494', 'MED-1774', 'MED-3590', 'MED-2911', 'MED-3027', 'MED-3009', 'MED-1099', 'MED-4533', 'MED-4528', 'MED-1838', 'MED-853']","[529.3431348907731, 280.306621256023, 241.113091739181, 231.21492545809846, 231.21492545809846, 231.21492545809846, 226.90070068147682, 169.60491011110037, 169.60491011110037, 156.6828485467293, 144.07736523659986]",0.8590149371638774
PLAIN-11,"['MED-3273', 'MED-2509', 'MED-2506', 'MED-2325', 'MED-3082', 'MED-3069', 'MED-4198', 'MED-1033', 'MED-4746', 'MED-2711']","[433.0912600549884, 330.6358168778309, 288.4974322189156, 254.90539444037964, 175.07016162634451, 175.07016162634451, 135.57118750311946, 113.9982268724817, 106.92276845420142, 79.47324713499923]",0.9191950441536871
