query,ranking,scores,Diversity@10
PLAIN-1,"['MED-2418', 'MED-4053', 'MED-4044', 'MED-4041', 'MED-674', 'MED-3821', 'MED-4198', 'MED-1820', 'MED-3795', 'MED-2616']","[703.4495066796644, 357.44908979180803, 357.44908979180803, 327.33280353963426, 138.8786018937964, 138.8786018937964, 135.38031478571205, 128.14339425320986, 107.54802532697435, 101.81483618321721]",0.9238893918860274
PLAIN-2,"['MED-13', 'MED-2427', 'MED-9', 'MED-1193', 'MED-2439', 'MED-4675', 'MED-4676', 'MED-2632', 'MED-2653', 'MED-4399']","[458.886922240659, 420.2043994510681, 420.2043994510681, 341.6020933577077, 281.05634369138005, 211.51160316533958, 211.51160316533958, 169.07448647242472, 169.07448647242472, 161.16034198138567]",0.8872528262436913
PLAIN-3,"['MED-2434', 'MED-3832', 'MED-2439', 'MED-355', 'MED-3795', 'MED-1958', 'MED-4676', 'MED-4675', 'MED-3800', 'MED-4662']","[354.681046373123, 298.57828635674144, 287.8548444397399, 213.10233468149113, 175.75707026244928, 156.25728403589417, 146.02224200946176, 146.02224200946176, 143.92953049333678, 97.46462308207606]",0.9210950084542071
PLAIN-4,"['MED-2454', 'MED-2472', 'MED-3517', 'MED-565', 'MED-3067', 'MED-3077', 'MED-5248', 'MED-2468', 'MED-38', 'MED-5343']","[428.1633989406257, 428.1633989406257, 178.00507131110322, 178.00507131110322, 135.17776321078932, 135.17776321078932, 133.13310511539396, 123.02056842918815, 123.02056842918815, 113.63138081214959]",0.7863378315141598
PLAIN-5,"['MED-2447', 'MED-33', 'MED-2456', 'MED-3744', 'MED-5172', 'MED-4091', 'MED-5084', 'MED-2468', 'MED-4884', 'MED-895']","[470.69234231249044, 470.69234231249044, 305.738026174591, 290.89776355786927, 225.45279491253342, 200.85841051542803, 200.06452650053654, 158.4810186711565, 151.81690694221112, 151.30963869157142]",0.9304313694629166
PLAIN-6,"['MED-25', 'MED-2458', 'MED-2664', 'MED-895', 'MED-2468', 'MED-5084', 'MED-2965', 'MED-4181', 'MED-2339', 'MED-4840']","[585.3816506064405, 585.3816506064405, 275.9619336680836, 273.5308470326798, 264.89525264329603, 256.1613669087317, 236.0087009719101, 188.493082270131, 177.9914479209275, 166.03903589936562]",0.9151070947135053
PLAIN-7,"['MED-31', 'MED-2456', 'MED-2478', 'MED-2637', 'MED-130', 'MED-38', 'MED-895', 'MED-2339', 'MED-635', 'MED-5084']","[571.99616700029, 571.99616700029, 405.87802429526306, 324.49421605785824, 324.49421605785824, 268.6735552839628, 249.02508387960907, 230.82301904680716, 195.6842744390276, 168.42735140504712]",0.9024616935807525
PLAIN-8,"['MED-47', 'MED-1449', 'MED-2423', 'MED-4', 'MED-3085', 'MED-3061', 'MED-4593', 'MED-5110', 'MED-2284', 'MED-1570']","[210.29845868188212, 199.3518533479302, 134.96490587958095, 134.96490587958095, 125.12153956855948, 125.12153956855948, 118.42614774375407, 99.24056632934727, 76.37466044356961, 73.69636469994195]",0.9281162906987507
PLAIN-9,"['MED-51', 'MED-4912', 'MED-4910', 'MED-4531', 'MED-50', 'MED-2809', 'MED-2284', 'MED-733', 'MED-2281', 'MED-3039', 'MED-313']","[719.7985428459981, 509.3856302814301, 509.3856302814301, 375.53040621971616, 373.26383954168557, 169.6584884729528, 148.9042361451574, 140.32183989278053, 127.16556301959545, 98.21724323330832, 98.21724323330832]",0.9417492122678324
PLAIN-10,"['MED-2494', 'MED-3590', 'MED-1099', 'MED-1838', 'MED-1843', 'MED-853', 'MED-2485', 'MED-721', 'MED-4490', 'MED-1272']","[529.3431348907731, 241.113091739181, 226.90070068147682, 156.6828485467293, 146.34585198030902, 144.07736523659986, 137.6445520013233, 130.01186193917974, 116.51184086649766, 113.33851188722389]",0.9617158758840372
PLAIN-11,"['MED-3273', 'MED-2506', 'MED-2325', 'MED-2138', 'MED-1378', 'MED-3309', 'MED-4198', 'MED-1033', 'MED-4746', 'MED-2711']","[433.0912600549884, 288.4974322189156, 254.90539444037964, 235.46098033354073, 184.4076172503113, 154.84475591344915, 135.57118750311946, 113.9982268724817, 106.92276845420142, 79.47324713499923]",0.9271559084176373
PLAIN-12,"['MED-73', 'MED-2506', 'MED-66', 'MED-2510', 'MED-4969', 'MED-4965', 'MED-74', 'MED-2521', 'MED-4183', 'MED-4264']","[234.49995302722516, 184.21335287244113, 150.8039677414996, 150.8039677414996, 94.12375036157853, 94.12375036157853, 80.76967482289166, 80.76967482289166, 78.17781502530096, 63.91934358759151]",0.8791029635518919
PLAIN-14,"['MED-2522', 'MED-4990', 'MED-2001', 'MED-1987', 'MED-2270', 'MED-1065', 'MED-1237', 'MED-2009', 'MED-4399', 'MED-1482']","[236.8740720727007, 150.95192266102842, 140.28791715233783, 128.81420561271187, 120.27000589908492, 114.25529728877197, 114.25529728877197, 104.70872342265297, 97.93232688876041, 82.59673003724349]",0.9333474326774992
PLAIN-15,"['MED-76', 'MED-728', 'MED-2428', 'MED-727', 'MED-4676', 'MED-4675', 'MED-4806', 'MED-5343', 'MED-4437', 'MED-2740', 'MED-736']","[284.59263011952964, 221.8630967536407, 171.38765358481163, 153.33642961058177, 110.18133400954166, 110.18133400954166, 98.62918971897945, 93.5825873456569, 93.33373335140647, 86.12749990755832, 71.63581388413408]",0.9363845293729032
PLAIN-16,"['MED-2989', 'MED-2539', 'MED-2988', 'MED-2984', 'MED-2417', 'MED-5', 'MED-1825', 'MED-4156', 'MED-3258', 'MED-3732']","[373.78594222178134, 358.9216898565792, 358.9216898565792, 208.90572569273897, 203.50494620255753, 203.50494620255753, 193.85106201287547, 178.74691154284085, 135.36380947144082, 131.36511397713582]",0.8689039210418527
PLAIN-17,"['MED-4777', 'MED-2986', 'MED-4465', 'MED-1333', 'MED-4444', 'MED-1825', 'MED-4060', 'MED-4056', 'MED-3795', 'MED-4118', 'MED-3666']","[376.06840259761225, 345.96367188112794, 227.6016435101008, 221.62383608075262, 216.6132390572673, 210.42595487685352, 149.34609683400475, 149.34609683400475, 120.72591049425861, 118.6852408046079, 116.77524917854785]",0.9387309467728564
PLAIN-18,"['MED-2578', 'MED-2561', 'MED-2541', 'MED-2983', 'MED-2985', 'MED-1420', 'MED-4056', 'MED-1028', 'MED-4746', 'MED-1820']","[341.18043346884065, 341.18043346884065, 341.18043346884065, 243.09145652015786, 233.26087281261033, 189.927566764064, 173.38998230837848, 113.82738654654185, 103.97927368611357, 95.8117766966101]",0.8876100478280111
