query,ranking,scores,Diversity@10
PLAIN-1,"['MED-2418', 'MED-2195', 'MED-3', 'MED-4053', 'MED-5088', 'MED-674', 'MED-3821', 'MED-4198', 'MED-1820', 'MED-2616']","[703.4495066796644, 469.4073816899184, 360.8515783193584, 357.44908979180803, 328.30342219898694, 138.8786018937964, 138.8786018937964, 135.38031478571205, 128.14339425320986, 101.81483618321721]",0.9550781372871673
PLAIN-2,"['MED-13', 'MED-2427', 'MED-9', 'MED-2434', 'MED-1193', 'MED-2439', 'MED-4675', 'MED-2436', 'MED-16', 'MED-3795', 'MED-702']","[458.886922240659, 420.2043994510681, 420.2043994510681, 364.9782811360441, 341.6020933577077, 281.05634369138005, 211.51160316533958, 197.37950742956795, 197.37950742956795, 188.5553235999402, 147.34902356899894]",0.907647892833054
PLAIN-3,"['MED-2434', 'MED-3832', 'MED-3824', 'MED-2439', 'MED-19', 'MED-355', 'MED-3795', 'MED-1958', 'MED-4676', 'MED-2632']","[354.681046373123, 298.57828635674144, 298.57828635674144, 287.8548444397399, 287.8548444397399, 213.10233468149113, 175.75707026244928, 156.25728403589417, 146.02224200946176, 142.68380079922565]",0.898564357929905
PLAIN-4,"['MED-2454', 'MED-31', 'MED-2456', 'MED-895', 'MED-3517', 'MED-3289', 'MED-3150', 'MED-366', 'MED-3067', 'MED-5248', 'MED-5343']","[428.1633989406257, 260.0356998905228, 260.0356998905228, 179.47292559638146, 178.00507131110322, 171.78568296824113, 156.64896941228673, 156.64896941228673, 135.17776321078932, 133.13310511539396, 113.63138081214959]",0.8614170905299957
PLAIN-5,"['MED-2447', 'MED-2456', 'MED-3744', 'MED-4014', 'MED-5172', 'MED-5084', 'MED-1172', 'MED-2468', 'MED-38', 'MED-4884']","[470.69234231249044, 305.738026174591, 290.89776355786927, 230.0703803446066, 225.45279491253342, 200.06452650053654, 165.4836786494664, 158.4810186711565, 158.4810186711565, 151.81690694221112]",0.9263608718476497
PLAIN-6,"['MED-25', 'MED-2456', 'MED-31', 'MED-2664', 'MED-2468', 'MED-5084', 'MED-4677', 'MED-2965', 'MED-4840', 'MED-2110']","[585.3816506064405, 437.54855135055595, 437.54855135055595, 275.9619336680836, 264.89525264329603, 256.1613669087317, 242.05663524008912, 236.0087009719101, 166.03903589936562, 119.46223748621698]",0.9391472294582242
PLAIN-7,"['MED-31', 'MED-2478', 'MED-2637', 'MED-38', 'MED-2339', 'MED-765', 'MED-635', 'MED-3690', 'MED-5084', 'MED-4489']","[571.99616700029, 405.87802429526306, 324.49421605785824, 268.6735552839628, 230.82301904680716, 230.82301904680716, 195.6842744390276, 195.6842744390276, 168.42735140504712, 149.50143540669504]",0.897077084622512
PLAIN-8,"['MED-47', 'MED-1449', 'MED-2423', 'MED-3085', 'MED-4593', 'MED-2206', 'MED-4965', 'MED-1770', 'MED-4490', 'MED-1570']","[210.29845868188212, 199.3518533479302, 134.96490587958095, 125.12153956855948, 118.42614774375407, 109.36481613186729, 103.33259375744382, 101.87849054182895, 88.38991494413821, 73.69636469994195]",0.971613716598367
PLAIN-9,"['MED-51', 'MED-4531', 'MED-4734', 'MED-4736', 'MED-2494', 'MED-1159', 'MED-2809', 'MED-3089', 'MED-2284', 'MED-5075']","[719.7985428459981, 375.53040621971616, 337.1832804961906, 337.1832804961906, 322.4060168004255, 322.4060168004255, 169.6584884729528, 154.6689846829205, 148.9042361451574, 71.90324607144598]",0.9137840317049204
PLAIN-10,"['MED-2494', 'MED-52', 'MED-1774', 'MED-1099', 'MED-4533', 'MED-4528', 'MED-1838', 'MED-853', 'MED-721', 'MED-4490']","[529.3431348907731, 529.3431348907731, 280.306621256023, 226.90070068147682, 169.60491011110037, 169.60491011110037, 156.6828485467293, 144.07736523659986, 130.01186193917974, 116.51184086649766]",0.9126810615588817
PLAIN-11,"['MED-3273', 'MED-3259', 'MED-2509', 'MED-2506', 'MED-3309', 'MED-4198', 'MED-1033', 'MED-4746', 'MED-854', 'MED-2711']","[433.0912600549884, 433.0912600549884, 330.6358168778309, 288.4974322189156, 154.84475591344915, 135.57118750311946, 113.9982268724817, 106.92276845420142, 99.6095112953259, 79.47324713499923]",0.9161758161514222
PLAIN-12,"['MED-73', 'MED-2520', 'MED-66', 'MED-571', 'MED-74', 'MED-2518', 'MED-3852', 'MED-1119', 'MED-855', 'MED-2640']","[234.49995302722516, 234.49995302722516, 150.8039677414996, 99.20025226593961, 80.76967482289166, 80.2675178159178, 72.4892628443024, 72.4892628443024, 53.433521047020136, 49.97270383763464]",0.8771142206780917
PLAIN-14,"['MED-2522', 'MED-2293', 'MED-4990', 'MED-4372', 'MED-2001', 'MED-8', 'MED-1987', 'MED-2270', 'MED-2009', 'MED-4399']","[236.8740720727007, 180.0626829749519, 150.95192266102842, 144.49221531921387, 140.28791715233783, 131.3372969047597, 128.81420561271187, 120.27000589908492, 104.70872342265297, 97.93232688876041]",0.949677990939271
