query,ranking,scores,Diversity@10
PLAIN-1,"['MED-2418', 'MED-6', 'MED-2', 'MED-2195', 'MED-5088', 'MED-5085', 'MED-8', 'MED-4916', 'MED-1820', 'MED-2616']","[703.4495066796644, 703.4495066796644, 546.4541757202641, 469.4073816899184, 328.30342219898694, 266.74581671300825, 241.92472978826913, 212.49184354514986, 128.14339425320986, 101.81483618321721]",0.9327218951516739
PLAIN-2,"['MED-13', 'MED-2427', 'MED-9', 'MED-2439', 'MED-4675', 'MED-2436', 'MED-16', 'MED-3795', 'MED-2632', 'MED-2653']","[458.886922240659, 420.2043994510681, 420.2043994510681, 281.05634369138005, 211.51160316533958, 197.37950742956795, 197.37950742956795, 188.5553235999402, 169.07448647242472, 169.07448647242472]",0.8856873243701087
PLAIN-3,"['MED-2434', 'MED-3832', 'MED-2439', 'MED-3826', 'MED-3795', 'MED-1958', 'MED-4676', 'MED-4675', 'MED-2632', 'MED-4662']","[354.681046373123, 298.57828635674144, 287.8548444397399, 239.09934337127666, 175.75707026244928, 156.25728403589417, 146.02224200946176, 146.02224200946176, 142.68380079922565, 97.46462308207606]",0.9206472710938213
PLAIN-4,"['MED-2454', 'MED-31', 'MED-895', 'MED-3289', 'MED-765', 'MED-3067', 'MED-3077', 'MED-5248', 'MED-2468', 'MED-5343', 'MED-5212']","[428.1633989406257, 260.0356998905228, 179.47292559638146, 171.78568296824113, 163.84610780972994, 135.17776321078932, 135.17776321078932, 133.13310511539396, 123.02056842918815, 113.63138081214959, 107.72445015833989]",0.867421468090083
PLAIN-5,"['MED-2447', 'MED-2456', 'MED-3744', 'MED-4014', 'MED-4030', 'MED-5172', 'MED-5084', 'MED-3943', 'MED-860', 'MED-2468', 'MED-4884']","[470.69234231249044, 305.738026174591, 290.89776355786927, 230.0703803446066, 230.0703803446066, 225.45279491253342, 200.06452650053654, 199.60519690664464, 170.63527647547866, 158.4810186711565, 151.81690694221112]",0.9342829824036761
PLAIN-6,"['MED-25', 'MED-2458', 'MED-33', 'MED-2456', 'MED-2664', 'MED-895', 'MED-2468', 'MED-5084', 'MED-4181', 'MED-4198']","[585.3816506064405, 585.3816506064405, 585.3816506064405, 437.54855135055595, 275.9619336680836, 273.5308470326798, 264.89525264329603, 256.1613669087317, 188.493082270131, 115.04430230020506]",0.8769453687116088
PLAIN-7,"['MED-31', 'MED-2478', 'MED-2635', 'MED-2637', 'MED-130', 'MED-895', 'MED-2339', 'MED-635', 'MED-4489', 'MED-899', 'MED-4198']","[571.99616700029, 405.87802429526306, 405.87802429526306, 324.49421605785824, 324.49421605785824, 249.02508387960907, 230.82301904680716, 195.6842744390276, 149.50143540669504, 149.28490524877833, 124.13159876214546]",0.8970129806918322
PLAIN-8,"['MED-47', 'MED-1449', 'MED-2423', 'MED-4', 'MED-3085', 'MED-4593', 'MED-5110', 'MED-4490', 'MED-2284', 'MED-1570']","[210.29845868188212, 199.3518533479302, 134.96490587958095, 134.96490587958095, 125.12153956855948, 118.42614774375407, 99.24056632934727, 88.38991494413821, 76.37466044356961, 73.69636469994195]",0.9466387774712374
PLAIN-9,"['MED-51', 'MED-4912', 'MED-4531', 'MED-4734', 'MED-4736', 'MED-2494', 'MED-1159', 'MED-2809', 'MED-2284', 'MED-316', 'MED-5075']","[719.7985428459981, 509.3856302814301, 375.53040621971616, 337.1832804961906, 337.1832804961906, 322.4060168004255, 322.4060168004255, 169.6584884729528, 148.9042361451574, 99.94749146986415, 71.90324607144598]",0.9238810838425858
PLAIN-10,"['MED-2494', 'MED-2911', 'MED-4533', 'MED-1838', 'MED-1843', 'MED-853', 'MED-2485', 'MED-2661', 'MED-721', 'MED-2063', 'MED-2059']","[529.3431348907731, 231.21492545809846, 169.60491011110037, 156.6828485467293, 146.34585198030902, 144.07736523659986, 137.6445520013233, 137.6445520013233, 130.01186193917974, 126.63489537665579, 121.92688444449077]",0.9451376432457722
PLAIN-11,"['MED-3273', 'MED-3259', 'MED-2509', 'MED-2506', 'MED-3082', 'MED-1033', 'MED-4746', 'MED-4489', 'MED-5110', 'MED-2711']","[433.0912600549884, 433.0912600549884, 330.6358168778309, 288.4974322189156, 175.07016162634451, 113.9982268724817, 106.92276845420142, 96.34628854523687, 91.24512001653106, 79.47324713499923]",0.9202161023526175
PLAIN-12,"['MED-73', 'MED-2506', 'MED-66', 'MED-2510', 'MED-74', 'MED-2521', 'MED-2518', 'MED-4183', 'MED-3852', 'MED-1570', 'MED-4264']","[234.49995302722516, 184.21335287244113, 150.8039677414996, 150.8039677414996, 80.76967482289166, 80.76967482289166, 80.2675178159178, 78.17781502530096, 72.4892628443024, 66.65632547025928, 63.91934358759151]",0.8720090459407683
PLAIN-14,"['MED-2522', 'MED-75', 'MED-2293', 'MED-4990', 'MED-2270', 'MED-2009', 'MED-4956', 'MED-4399', 'MED-1482', 'MED-2089']","[236.8740720727007, 236.8740720727007, 180.0626829749519, 150.95192266102842, 120.27000589908492, 104.70872342265297, 99.2232473446124, 97.93232688876041, 82.59673003724349, 73.06776795940247]",0.9393209736306439
PLAIN-15,"['MED-76', 'MED-2428', 'MED-3091', 'MED-3077', 'MED-3067', 'MED-4830', 'MED-4806', 'MED-5343', 'MED-4437', 'MED-3603', 'MED-736']","[284.59263011952964, 171.38765358481163, 159.29564245816536, 159.29564245816536, 159.29564245816536, 142.51311946474584, 98.62918971897945, 93.5825873456569, 93.33373335140647, 87.13894975113568, 71.63581388413408]",0.88616061670442
PLAIN-16,"['MED-2989', 'MED-2539', 'MED-3548', 'MED-92', 'MED-2561', 'MED-2984', 'MED-2417', 'MED-5', 'MED-3258', 'MED-3795', 'MED-1820']","[373.78594222178134, 358.9216898565792, 277.32486569899305, 270.5915784535518, 270.5915784535518, 208.90572569273897, 203.50494620255753, 203.50494620255753, 135.36380947144082, 118.62355777508948, 108.97082110410163]",0.8804305530349658
PLAIN-17,"['MED-4777', 'MED-85', 'MED-4319', 'MED-2142', 'MED-4465', 'MED-1333', 'MED-4444', 'MED-4060', 'MED-4056', 'MED-1028']","[376.06840259761225, 364.2001607404666, 364.2001607404666, 364.2001607404666, 227.6016435101008, 221.62383608075262, 216.6132390572673, 149.34609683400475, 149.34609683400475, 119.96208153216418]",0.8595190217398705
PLAIN-18,"['MED-2578', 'MED-2561', 'MED-2541', 'MED-1077', 'MED-2983', 'MED-1420', 'MED-1028', 'MED-4746', 'MED-1820', 'MED-5110']","[341.18043346884065, 341.18043346884065, 341.18043346884065, 251.3710861590253, 243.09145652015786, 189.927566764064, 113.82738654654185, 103.97927368611357, 95.8117766966101, 92.79580658482885]",0.8886666837152998
PLAIN-19,"['MED-4880', 'MED-1662', 'MED-1516', 'MED-1692', 'MED-1019', 'MED-5248', 'MED-4676', 'MED-5201', 'MED-4839', 'MED-5142']","[411.5629022692907, 212.94856336495243, 169.91902625734775, 162.3156495261668, 152.3894197169611, 125.92643189738907, 125.53801594679621, 90.14488202378418, 88.60045578764402, 85.52343677218539]",0.949684905259925
PLAIN-20,"['MED-106', 'MED-1092', 'MED-1095', 'MED-4464', 'MED-740', 'MED-5109', 'MED-3569', 'MED-1570', 'MED-4427', 'MED-4489']","[416.86856115238345, 175.98390547479966, 160.5397979292535, 148.32036354205, 105.64647493767323, 105.64647493767323, 102.8272342268241, 99.2021246443779, 86.24262245683572, 86.14377710283739]",0.9199408986563756
PLAIN-21,"['MED-2606', 'MED-4040', 'MED-1605', 'MED-1599', 'MED-4071', 'MED-851', 'MED-4041', 'MED-2089', 'MED-1947', 'MED-691']","[327.92591195315515, 174.77653453321213, 172.29662622724248, 157.52424887147345, 141.72557021946443, 124.15487525022287, 122.91853525944843, 98.72131153952893, 79.87212580005419, 79.43964959676842]",0.9531395498688859
PLAIN-22,"['MED-2824', 'MED-3000', 'MED-1811', 'MED-4156', 'MED-1820', 'MED-2492', 'MED-702', 'MED-4899', 'MED-2468', 'MED-38', 'MED-3528']","[381.60319724053943, 250.7561816768824, 217.1790224938727, 197.93522416087168, 180.57595889180286, 168.7988765689738, 140.14824198913306, 137.7682487172209, 122.96304008693784, 122.96304008693784, 119.73204213123337]",0.9352727487307231
PLAIN-23,"['MED-2629', 'MED-2630', 'MED-2917', 'MED-1763', 'MED-1570', 'MED-2087', 'MED-1267', 'MED-4490', 'MED-4899', 'MED-4959', 'MED-4966']","[390.3742370698156, 339.2177909451519, 325.727569439301, 252.38121160817062, 236.9949395758271, 236.3290726452061, 187.93993151399835, 163.59331094894907, 160.5169812735892, 141.12482838390102, 129.28185064074174]",0.9399403953742566
PLAIN-24,"['MED-2650', 'MED-4277', 'MED-128', 'MED-2633', 'MED-2640', 'MED-1769', 'MED-2059', 'MED-2086', 'MED-1570', 'MED-931']","[313.777984104475, 244.8721647016076, 185.65185692122222, 163.16538040700166, 130.97686517372998, 120.10335068966397, 110.26103030835564, 86.49572429683106, 80.46918422864454, 70.52401307831298]",0.9502575769308683
PLAIN-25,"['MED-2668', 'MED-133', 'MED-2670', 'MED-1500', 'MED-3179', 'MED-5067', 'MED-5071', 'MED-3046', 'MED-3945', 'MED-4585', 'MED-3044']","[449.4062185124893, 410.4864731612467, 271.93007745680023, 224.48736225773396, 214.26478553813573, 171.3604107455519, 171.3604107455519, 140.06864065971624, 139.44520799900943, 138.5881401075725, 91.76977943083632]",0.9248446541094562
PLAIN-26,"['MED-141', 'MED-335', 'MED-4355', 'MED-5075', 'MED-4921', 'MED-1570', 'MED-933', 'MED-38', 'MED-1573', 'MED-4531']","[233.74796261939625, 183.79180855382182, 101.34000395282011, 100.95029890437166, 62.99386020050413, 59.334437374770815, 57.5592201361503, 52.28071342806418, 46.76177463601686, 37.166533489054494]",0.9616995522229541
